DayNight,feature_number,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,Water control,Organism,greater,lesser,FDR_greater,FDR_lesser,activity,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,ZodiacMF,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,simplified_makeup,inchi,inchi_key
Day,4038,-0.34824489437535355,-1.5220421935992419,10.65793249643566,-1.0844242782330105,-0.328240513421925,-1.7967797735232662,Pocillopora verrucosa,8.856613625897554e-4,0.9991143386374102,0.020106361954040333,0.9999999470606242,accumulite,4860,"8-hydroxy-2,7,7,11,15-pentamethyl-5,12,16-trioxapentacyclo[9.8.0.0�,?.0?,?.0��,�?]nonadec-13(18)-ene-3,17-dione",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C22H24N4O2,Bad quality,22,24,4,2,0,0,-0.3636363636363633,70.66363636363636,1,"InChI=1S/C21H28O6/c1-10-8-12-11(17(23)25-10)9-13-19(4,27-12)6-7-21(24)18(2,3)16-14(26-16)15(22)20(13,21)5/h10,13-14,16,24H,6-9H2,1-5H3",uncharacterized,NA,NA
Day,4076,-0.0840845179803108,-1.627263622942185,0.7018897087296833,-0.6012956492769809,-0.11941261619658526,0.10430510431889758,Pocillopora verrucosa,1.6222272326163047e-4,0.9998377772767384,0.008363738349891838,0.9999999470606242,accumulite,439,Desmethylcerivastatin,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C22H31N11O3,Low probability,22,31,11,3,0,0,0.36363636363636376,49.93636363636363,2,N/A,uncharacterized,"InChI=1S/C22H31N11O3/c1-15(14-35-5)32(3)22-25-20(31(2)10-7-11-34-4)18(21(26-22)36-6)28-29-19-16(12-23)13-33(30-19)17-8-9-24-27-17/h8-9,13,15H,7,10-11,14H2,1-6H3,(H,24,27)",LZRRNFWJYCKAFO-UHFFFAOYSA-N
Day,4093,1.702639544224768,1.0620822083364907,7.434762838187484,4.796737376245623,1.087396203890384,0.25386525885912176,Pocillopora verrucosa,2.59590571650261e-4,0.9997404094283497,0.01043743910832597,0.9999999470606242,accumulite,3220,Organic oxygen compounds#Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids,3,Carbonyl compounds,0.92,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C23H22N3O3,Low probability,23,22,3,3,0,0,-0.3043478260869561,68.97391304347825,3,N/A,uncharacterized,"InChI=1S/C23H22N3O3/c1-4-29-23(28)19-15(2)20(21(27)17-11-7-5-8-12-17)25-16(3)26(24-22(19)25)18-13-9-6-10-14-18/h5-14,24H,4H2,1-3H3",WTIOEFZCSYTSRP-UHFFFAOYSA-N
Day,4104,0.3576557097606121,0.21145334401459617,1.5244895054598482,0.10806848454166423,1.3033747329684493,1.737917471020233,Pocillopora verrucosa,7.188690846183392e-4,0.9992811309153817,0.017793547827525895,0.9999999470606242,accumulite,-1,"1,3-Dicyclohexylurea",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C25H41N3O2,Bad quality,25,41,3,2,0,0,-1.12,92.22,2,"InChI=1S/C13H24N2O/c16-13(14-11-7-3-1-4-8-11)15-12-9-5-2-6-10-12/h11-12H,1-10H2,(H2,14,15,16)",uncharacterized,"InChI=1S/C25H41N3O2/c1-25(2,3)22-12-10-21(11-13-22)20-28(15-7-14-27-16-18-30-19-17-27)24(29)26-23-8-5-4-6-9-23/h10-13,23H,4-9,14-20H2,1-3H3,(H,26,29)",ONEHIPGYBFCVEN-UHFFFAOYSA-N
Day,4175,-0.37240360124780025,1.8936612623074354,1.371078274601698,-0.5121966685401942,0.39440782777188743,-0.5695354952377402,Pocillopora verrucosa,6.383670937094121e-4,0.9993616329062907,0.016610490850626162,0.9999999470606242,accumulite,13,Citric acid,2,Primary amines,0.98,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,C15H23NO5,Good,15,23,1,5,0,0,-0.666666666666667,79.30000000000001,2,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",CHON,"InChI=1S/C15H23NO5/c16-7-3-1-2-4-10(17)5-6-11-12(8-15(20)21)14(19)9-13(11)18/h5-6,10-14,17-19H,1-4,8-9H2,(H,20,21)",OUKZJKUIFRCIMA-UHFFFAOYSA-N
Day,4212,0.25072759848640247,1.0519706822439356,0.7778491663376653,-0.1396364091051391,-1.2130884348381537,-0.10964241609597171,Pocillopora verrucosa,1.0996974422481806e-4,0.9998900302557752,0.007198866076548256,0.9999999470606242,accumulite,2782,Lipids and lipid-like molecules#Organic oxygen compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C24H42N10O2P2,Good,24,42,10,2,2,0,-0.75,81.675,3,N/A,CHONP,NA,NA
Day,4290,0.7710779304298596,1.3610345593870687,0.8883297764610221,0.43908420550582605,0.9370194134920335,0.21781996670348353,Pocillopora verrucosa,0.003678106167075886,0.9963218938329241,0.049409411667597214,0.9999999470606242,accumulite,845,Lipids and lipid-like molecules,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C19H35N2O6,Good,19,35,2,6,0,0,-0.8947368421052628,85.79999999999998,3,N/A,CHON,NA,NA
Day,4312,9.465167521220277,-1.5515735510966338,3.4927732659122377,4.337245288510156,2.264727239089792,0.4396945471189496,Pocillopora verrucosa,0.0010183695440886824,0.9989816304559114,0.02188691674602678,0.9999999470606242,accumulite,355,Organoheterocyclic compounds#Organic acids and derivatives#Benzenoids,3,Secondary alcohols,0.92,CHEMONTID:0001661,5,CHEMONTID:0000129,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129;CHEMONTID:0001661,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,NA,NA,NA,C18H28O8,Good,18,28,0,8,0,0,-0.666666666666667,79.30000000000001,3,N/A,CHO,"InChI=1S/C18H28O8/c1-9-13(21-3)7-23-16(20)6-12-18(26-12)10(2)14(22-4)8-24-15(19)5-11-17(9)25-11/h9-14,17-18H,5-8H2,1-4H3",UAAQKNXMBUOZNK-UHFFFAOYSA-N
Day,4325,0.9049611203157744,-0.03185127124241865,1.667582420263527,1.9311226133936898,0.45256621076266007,-0.2782955248999156,Pocillopora verrucosa,0.0010366767882224036,0.9989633232117776,0.0221015140657597,0.9999999470606242,accumulite,-1,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.91,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C20H37N4O6P,Bad quality,20,37,4,6,1,0,-0.9000000000000004,85.95,3,N/A,uncharacterized,"InChI=1S/C20H37N4O6P/c1-7-30-31(29,12-24-17(25)10-22-20(24)28)11-15(8-13(2)3)18(26)23-16(9-14(4)5)19(27)21-6/h13-16H,7-12H2,1-6H3,(H,21,27)(H,22,28)(H,23,26)",LGQSXPJRRBBQPV-UHFFFAOYSA-N
Day,4446,2.18014868684516,2.5187964736210877,1.3481991984632156,1.510428229391311,2.311384781957263,2.0101918626588313,Pocillopora verrucosa,0.0032209910453551345,0.9967790089546449,0.04509247683761385,0.9999999470606242,accumulite,6243,Organic acids and derivatives#Organic oxygen compounds#Organoheterocyclic compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C15H27NO3,Good,15,27,1,3,0,0,-1.2000000000000002,94.5,3,N/A,CHON,"InChI=1S/C15H27NO3/c1-5-14(10(2)3)7-6-11(4)8-15(14,13(16)19)9-12(17)18/h10-11H,5-9H2,1-4H3,(H2,16,19)(H,17,18)",BHOXWFZVJHGDIP-UHFFFAOYSA-N
Day,4554,-2.692467961773937,0.5828421141161689,-0.14453735796286793,-0.7001006394491225,-1.5536484757187206,-1.7239117563616815,Pocillopora verrucosa,9.770822496627495e-4,0.9990229177503372,0.021310149384083578,0.9999999470606242,accumulite,-1,Dinor-12-oxophytodienoic acid,2,Carbonyl compounds,0.9,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C12H18O4,Good,12,18,0,4,0,0,-0.833333333333333,84.04999999999998,2,"InChI=1S/C16H24O3/c1-2-3-5-9-14-13(11-12-15(14)17)8-6-4-7-10-16(18)19/h3,5,11-14H,2,4,6-10H2,1H3,(H,18,19)/b5-3-/t13-,14-/m0/s1",CHO,"InChI=1S/C12H18O4/c1-4-5-6-7-9-10(12(14)15-3)8(2)11(13)16-9/h9H,4-7H2,1-3H3",SATULRKSMGYLJY-UHFFFAOYSA-N
Day,4596,-1.8830456074003257,0.04001178225865815,2.8000864708122593,1.374537347970783,0.13781741746859955,-0.05993403088620315,Pocillopora verrucosa,4.477184830548625e-6,0.9999955228151695,0.0026324040849960654,0.9999999470606242,accumulite,-1,Primary amines,N/A,Primary amines,0.96,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,C14H28N9OP,Good,14,28,9,1,1,0,-0.2857142857142856,68.44285714285714,3,N/A,CHONP,NA,NA
Day,4636,0.8176078351651747,-0.18357260459700792,1.0612236707606952,-0.22519567649429667,0.3087856671644482,-0.3081979924497428,Pocillopora verrucosa,0.0017168239960877205,0.9982831760039123,0.03012191978197489,0.9999999470606242,accumulite,-1,"1H-Indazole-3-carboxamide, N-[1-(aminocarbonyl)-2-methylpropyl]-1-(5-fluoro-4-hydroxypentyl)-",2,Carbonyl compounds,0.96,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C17H21NO5,Bad quality,17,21,1,5,0,0,-0.47058823529411775,73.71176470588236,2,"InChI=1S/C18H25FN4O3/c1-11(2)15(17(20)25)21-18(26)16-13-7-3-4-8-14(13)23(22-16)9-5-6-12(24)10-19/h3-4,7-8,11-12,15,24H,5-6,9-10H2,1-2H3,(H2,20,25)(H,21,26)",uncharacterized,"InChI=1S/C17H21NO5/c19-15-13(16(20)21)10-12-8-5-4-7-11(12)6-2-1-3-9-14(18-15)17(22)23/h4-5,7-8,13-14H,1-3,6,9-10H2,(H,18,19)(H,20,21)(H,22,23)",MFULRHIYWVPAIW-UHFFFAOYSA-N
Day,4648,0.02509297189594268,0.02165263682074242,1.6348430495691324,0.38765672405775936,0.9560308472115423,2.693057362111251,Pocillopora verrucosa,2.8718101453823597e-4,0.9997128189854618,0.010884201580301898,0.9999999470606242,accumulite,4577,Lipids and lipid-like molecules#Organic acids and derivatives#Organoheterocyclic compounds,3,Carboxylic acid derivatives,0.91,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C20H31NO5,Good,20,31,1,5,0,0,-0.9000000000000004,85.95,3,N/A,CHON,"InChI=1S/C20H31NO5/c1-12-9-20(11-21)10-13(2)16(19(3,26-7)18(22)25-6)17(24-5)14(20)8-15(12)23-4/h8,12-13,15-17H,9-10H2,1-7H3",ATMMQGHSOOHBPW-UHFFFAOYSA-N
Day,4686,2.53533430386377,2.2822437119993015,3.8183334227342036,3.7934091206905762,1.7147883623552873,2.6407524144160597,Pocillopora verrucosa,9.028580700701721e-4,0.9990971419299298,0.02033458253742639,0.9999999470606242,accumulite,3536,Methadone,2,Trialkylamines,0.83,CHEMONTID:0002239,6,CHEMONTID:0002452,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002452;CHEMONTID:0002239,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Tertiary amines,Trialkylamines,NA,NA,C18H31NO,Good,18,31,1,1,0,0,-1.4444444444444446,101.46666666666667,2,"InChI=1S/C21H27NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17H,5,16H2,1-4H3",CHON,"InChI=1S/C18H31NO/c1-19(2)16-10-8-6-4-5-7-9-11-17-12-14-18(20-3)15-13-17/h12-15H,4-11,16H2,1-3H3",XUIGKMLQDQVTOR-UHFFFAOYSA-N
Day,4751,-0.2627404091360414,1.0688068201336343,1.4516192633485894,6.230588843852726,2.2520259885263707,2.7459418596031364,Pocillopora verrucosa,1.4316902830087595e-4,0.9998568309716991,0.008023019913103922,0.9999999470606242,accumulite,295,"(3S,4R)-3-[(3S,4R)-5,7-dihydroxy-4-(4-hydroxyphenyl)-2-oxo-3,4-dihydrochromen-3-yl]-5,7-dihydroxy-4-(4-hydroxyphenyl)-3,4-dihydrochromen-2-one",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C30H22O10/c31-15-5-1-13(2-6-15)23-25-19(35)9-17(33)11-21(25)39-29(37)27(23)28-24(14-3-7-16(32)8-4-14)26-20(36)10-18(34)12-22(26)40-30(28)38/h1-12,23-24,27-28,31-36H/t23-,24-,27+,28+/m1/s1",uncharacterized,NA,NA
Day,4794,-4.936893960335998,-0.8349441211827274,-4.776565961067229,1.0107028396089672,-0.4865597552683545,1.1297719286202124,Pocillopora verrucosa,0.0031674483413885765,0.9968325516586114,0.044613954741849086,0.9999999470606242,accumulite,-1,2-Amino-4-tert-amylphenol,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C16H21N,Good,16,21,1,0,0,0,-1.125,92.3625,2,"InChI=1S/C11H17NO/c1-4-11(2,3)8-5-6-10(13)9(12)7-8/h5-7,13H,4,12H2,1-3H3",CHN,"InChI=1S/C16H21N/c1-3-11(2)12-8-9-14-13-6-4-5-7-15(13)17-16(14)10-12/h8-11,17H,3-7H2,1-2H3",OVGOBSHPRLMNEN-UHFFFAOYSA-N
Day,4806,-0.002038100311228851,0.5680248898191806,1.8657885372135643,3.591542808687182,1.2819284689535686,1.9909074090389447,Pocillopora verrucosa,3.3030555943147306e-5,0.9999669694440568,0.004771241897577321,0.9999999470606242,accumulite,3700,"2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid",2,Carbohydrates and carbohydrate conjugates,1,CHEMONTID:0000011,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000011,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA,C24H31NO21,Low probability,24,31,1,21,0,0,0.5833333333333335,43.675,2,"InChI=1S/C42H66O14/c1-20-27(44)29(46)31(48)33(53-20)55-26-11-12-39(6)24(38(26,4)5)10-13-40(7)25(39)9-8-21-22-18-37(2,3)14-15-41(22,16-17-42(21,40)35(50)51)36(52)56-34-32(49)30(47)28(45)23(19-43)54-34/h8,20,22-34,43-49H,9-19H2,1-7H3,(H,50,51)",uncharacterized,NA,NA
Day,4817,0.19645341409422057,-0.5689516447716464,2.163467724515855,-0.39888428695669403,-0.21219275901355408,1.201378180918556,Pocillopora verrucosa,0.0027111473220464105,0.9972888526779535,0.04025500562754366,0.9999999470606242,accumulite,35,Benzenoids#Organic acids and derivatives#Organoheterocyclic compounds#Organic oxygen compounds#Phenylpropanoids and polyketides,3,Amines,0.95,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,C25H43NO9,Low probability,25,43,1,9,0,0,-0.8799999999999999,85.38,3,N/A,uncharacterized,"InChI=1S/C25H43NO9/c1-6-7-8-9-10-11-12-13-15-32-25-22(26-17(2)27)24(34-20(5)30)23(33-19(4)29)21(35-25)14-16-31-18(3)28/h21-25H,6-16H2,1-5H3,(H,26,27)",NXZXMKGFSNJJDM-UHFFFAOYSA-N
Day,4845,-0.5779990649376487,-0.31205678975393364,2.132488874889722,0.6644617467591362,-0.6118974117838171,0.5122354464975326,Pocillopora verrucosa,0.0028995886195022926,0.9971004113804978,0.042014728081750094,0.9999999470606242,accumulite,-1,"9-Oxo-10E,12Z-octadecadienoic acid",2,Carbonyl compounds,0.99,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C19H32O3,Good,19,32,0,3,0,0,-1.3684210526315788,99.29999999999998,2,"InChI=1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6-,14-11+",CHO,"InChI=1S/C19H32O3/c1-3-4-5-6-7-9-12-15-18(20)16-13-10-8-11-14-17-19(21)22-2/h7,9,12,15H,3-6,8,10-11,13-14,16-17H2,1-2H3",XOSMLGFHFPGNQV-UHFFFAOYSA-N
Day,4911,-1.3321588794919577,-1.4980109721209647,0.40857212911794194,-0.22059991474678717,10.182884752286068,1.027673003092855,Pocillopora verrucosa,1.855346319034358e-4,0.9998144653680965,0.00903666640210499,0.9999999470606242,accumulite,773,O-Desmethylquinidine,1,Primary amines,0.84,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,C13H29NO5P,Good,13,29,1,5,1,0,-1.615384615384615,106.33846153846153,1,"InChI=1S/C19H22N2O2/c1-2-12-11-21-8-6-13(12)9-18(21)19(23)15-5-7-20-17-4-3-14(22)10-16(15)17/h2-5,7,10,12-13,18-19,22-23H,1,6,8-9,11H2/t12-,13-,18+,19-/m0/s1",CHONP,"InChI=1S/C13H29NO5P/c1-9-17-20(16,18-10-2)19-11(12(3,4)5)14(15)13(6,7)8/h11H,9-10H2,1-8H3",ABHTYYXCVOOSTD-UHFFFAOYSA-N
Day,4952,0.2998219901181217,-2.1685659958095194,1.8078705238992572,0.4873898113939178,1.5500654211202125,1.6303112100733954,Pocillopora verrucosa,0.0014484743999148115,0.9985515256000852,0.026984004610078067,0.9999999470606242,accumulite,3169,all-trans-4-Hydroxyretinoic acid,2,"1,3,5-triazines",0.85,CHEMONTID:0004105,4,CHEMONTID:0000098,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000098;CHEMONTID:0004105,Organic compounds,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",NA,NA,NA,NA,C4H16N16O3,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C20H28O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-17-16(3)18(21)11-12-20(17,4)5/h6-10,13,18,21H,11-12H2,1-5H3,(H,22,23)/b8-6+,10-9+,14-7+,15-13+",uncharacterized,NA,NA
Day,4962,0.818599425528254,1.3705131681867742,1.6601747031722174,-0.7469992167031427,2.4452066518311746,1.9157393294639657,Pocillopora verrucosa,6.075636425601392e-6,0.9999939243635744,0.002955601645858098,0.9999999470606242,accumulite,-1,"2-Amino-2-methyl-1,3-propanediol",2,Carbonyl compounds,0.95,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C14H23NO3,Good,14,23,1,3,0,0,-1,88.8,2,"InChI=1S/C4H11NO2/c1-4(5,2-6)3-7/h6-7H,2-3,5H2,1H3",CHON,"InChI=1S/C14H23NO3/c1-2-18-12(16)9-15-14(17)13(10-5-3-6-10)11-7-4-8-11/h10-11,13H,2-9H2,1H3,(H,15,17)",IJHUPGOHPLHVNV-UHFFFAOYSA-N
Day,5012,0.4471160837036025,0.6190224276843432,0.8695495045870538,0.34473349294606115,-0.31761868403692944,2.1274748427698413,Pocillopora verrucosa,1.4695789515956116e-4,0.9998530421048404,0.008067179884088015,0.9999999470606242,accumulite,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.97,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C19H32O3P,Bad quality,19,32,0,3,1,0,-1.6315789473684212,106.80000000000001,3,N/A,uncharacterized,"InChI=1S/C19H32O3P/c1-2-3-4-5-8-11-18-13-15-19(16-14-18)12-9-6-7-10-17-23(20,21)22/h7,13-16H,2-6,8-12,17H2,1H3,(H2,20,21,22)",VPWBDVQNVSCYJT-UHFFFAOYSA-N
Day,5016,-0.8953503245464979,-1.7483686010412671,0.7233511790028734,-0.6814546537283912,0.49023580019184293,0.4834406785530619,Pocillopora verrucosa,0.0018862486964774025,0.9981137513035225,0.032020568776773645,0.9999999470606242,accumulite,-1,Primary amines,N/A,Primary amines,0.95,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,C21H31N14O5,Good,21,31,14,5,0,0,1,31.799999999999997,3,N/A,CHON,NA,NA
Day,5019,-0.24992169957413177,-0.30348614238479904,0.6964482536841115,1.1614082681584048,-1.284633202585403,-0.25200999199002816,Pocillopora verrucosa,6.985644932909913e-5,0.9999301435506709,0.006056770206919468,0.9999999470606242,accumulite,-1,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.89,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C29H38O5,Bad quality,29,38,0,5,0,0,-0.9655172413793105,87.81724137931035,3,N/A,uncharacterized,"InChI=1S/C29H38O5/c1-28-15-13-22-21-14-16-29(33,18-26(30)31)17-20(21)8-9-23(22)24(28)10-11-25(28)34-27(32)12-7-19-5-3-2-4-6-19/h2-6,17,21-25,33H,7-16,18H2,1H3,(H,30,31)",SGJQRFICLGCCAU-UHFFFAOYSA-N
Day,5079,-0.6291821396093251,-1.1492693383403547,-0.2773347440597846,0.16072991213101515,-0.6418003670202395,-0.7423098296935534,Pocillopora verrucosa,0.0016850418760360115,0.998314958123964,0.029747659197535418,0.9999999470606242,accumulite,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C4H32N21OP,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Day,5086,0.08272497014500486,-0.5997396098075997,1.1304901030192707,-2.1506471973962222,0.49110465205818654,0.33556781389899987,Pocillopora verrucosa,0.0015069884445213788,0.9984930115554786,0.027648490619516596,0.9999999470606242,accumulite,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Day,5105,0.9566401557993064,1.583054968988083,2.8376931432235524,0.31884790893944126,-0.29848947799823905,0.37596137514629246,Pocillopora verrucosa,3.4133152413527034e-4,0.9996586684758647,0.01189547121868467,0.9999999470606242,accumulite,3025,Acetoxyacetone,2,Carboxylic acid derivatives,1,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C12H23NO3,Good,12,23,1,3,0,0,-1.166666666666667,93.55000000000001,2,"InChI=1S/C5H8O3/c1-4(6)3-8-5(2)7/h3H2,1-2H3",CHON,"InChI=1S/C12H23NO3/c1-11(14)13-10-8-6-4-3-5-7-9-12(15)16-2/h3-10H2,1-2H3,(H,13,14)",HGDDCGBYGZPPDI-UHFFFAOYSA-N
Day,5112,-0.9477474913905467,1.4180590670063888,1.4565472307318532,-0.37241988166483364,-0.3619284989189063,1.6708327651994106,Pocillopora verrucosa,8.740418262657786e-5,0.9999125958173734,0.006697457949657623,0.9999999470606242,accumulite,55,Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives#Organic oxygen compounds,3,Carbonyl compounds,0.87,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C19H20N4O,Bad quality,19,20,4,1,0,0,-0.3157894736842106,69.3,3,N/A,uncharacterized,"InChI=1S/C19H20N4O/c1-13-14(2)22-19(16-7-10-20-11-8-16)23-18(13)21-12-9-15-5-3-4-6-17(15)24/h3-8,10-11,24H,9,12H2,1-2H3,(H,21,22,23)",YGWKKXIOHWLWJW-UHFFFAOYSA-N
Day,5143,1.7918409256091972,0.1795986551628421,0.3551390708538974,0.42715291504474295,0.5912520772177157,0.7200618861860494,Pocillopora verrucosa,3.135338554378398e-4,0.9996864661445621,0.011343361867446243,0.9999999470606242,accumulite,-1,Alcohols and polyols,N/A,Alcohols and polyols,0.83,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,C12H21NO5,Bad quality,12,21,1,5,0,0,-0.666666666666667,79.30000000000001,3,N/A,uncharacterized,"InChI=1S/C12H21NO5/c14-10(6-3-4-8-12(17)18)13-9-5-1-2-7-11(15)16/h1-9H2,(H,13,14)(H,15,16)(H,17,18)",IGDVAPGWHGOERE-UHFFFAOYSA-N
